Book Results on 2018.Sep.17
Accession Date (YYYYMMDD),Accession #, Title,Author,# Times Checked Out
18750313,605,"Deep down : a tale of the Cornish mines.","Ballantyne, R. M. (Robert Michael), 1825-1894.",49
18750313,606,"The dog Crusoe and his master : a story of adventure in the Western prairies.","Ballantyne, R. M. (Robert Michael), 1825-1894.",121
18750313,607,"Fast in the ice, or, Adventures in the polar regions.","Ballantyne, R. M. (Robert Michael), 1825-1894",3
18750313,608,"The Red Eric, or, The whaler's last cruise : a tale.","Ballantyne, R. M. (Robert Michael), 1825-1894.",27
18750313,609,"Ungava : a tale of Esuimaux-land.","Ballantyne, R. M. (Robert Michael), 1825-1894.",66
18960313,9733,"Decisions of the Department of the Interior in appealed pension and bounty-land claims.","United States. Dept. of the Interior.",1
18960313,9734,"Decisions of the Department of the Interior in appealed pension and bounty-land claims.","United States. Dept. of the Interior.",1
18960313,9735,"Decisions of the Department of the Interior in appealed pension and bounty-land claims.","United States. Dept. of the Interior.",1
18750313,1146,"The initials : a story of modern life.","Tautphœus, Jemima Montgomery, Freifrau von, 1807-1893.",2
18901113,7581,"Administration of the Government Printing Office : report.","United States. Congress. House. Select Committee on Investigation of Government Printing Office.",1
18750313,612,"The tone masters :  a musical series for young people.","Barnard, Charles, 1838-1920.",5
18901113,7582,"Report [of] the Select committee of the United States Senate : appointed under Senate resolution of March 3, 1887, to inquire into and examine the methods of business and work in the executive departments, etc., and the causes of delays in transacting the public business, etc.","United States. Congress. Senate. Select Committee on Methods of Business and Work in the Executive Departments.",2
18750313,613,"The tone masters : a musical series for young people.","Barnard, Charles, 1838-1920.",8
18901113,7583,"Report [of] the Select committee of the United States Senate : appointed under Senate resolution of March 3, 1887, to inquire into and examine the methods of business and work in the executive departments, etc., and the causes of delays in transacting the public business, etc.","United States. Congress. Senate. Select Committee on Methods of Business and Work in the Executive Departments.",1
18750313,1148,"Gulliver's travels into several remote nations of the world.","Swift, Jonathan, 1667-1745.",27
18750517,1965,"The culture of the grape, and wine-making","Buchanan, Robert.",1
18750517,1966,"The American grape grower's guide : Intended especially for the American climate.","Chorlton, William.",1
18750517,1968,"A complete manual for the cultivation of the strawberry : with a description of the best varieties : also, notices of the raspberry, blackberry, cranberry, currant, gooseberry, and grape : with directions for their cultivation, and the selection of the best varieties.","Pardee, R. G. (Richard Gay), 1811-1869.",1
18750517,1969,"Landscape gardening : or, parks and pleasure grounds. With practical notes on country residences, villas, public parks and gardens.","Smith, Charles H. J.",2
18901113,7591,"Consular reports.","United States. Bureau of Foreign Commerce.",2
18901128,7593,"Lives of girls who became famous.","Bolton, Sarah Knowles, 1841-1916.",41
18750517,1970,"Villas and cottages : a series of designs prepared for execution in the United States.","Vaux, Calvert, 1824-1895.",1
18910107,7594,"Annual report of the Comptroller of the Currency to the ... session of the ... Congress of the United States.","United States. Office of the Comptroller of the Currency.",1
18910303,7596,"Looking backward, 2000-1887.","Bellamy, Edward, 1850-1898.",83
18991208,11394,"Faith and its effects, or, Fragments from my portfolio.","Palmer, Phoebe, 1807-1874.",1
18991208,11396,"A call to the unconverted : to which are added several valuable essays.","Baxter, Richard, 1615-1691.",1
18991208,11397,"The doctrine and discipline of the Methodist Episcopal Church, South.","Methodist Episcopal Church, South.",1
18790503,3417,"Annual report of the Secretary of the Treasury on the state of the finances.","United States. Dept. of the Treasury.",2
18790503,3400,"Senate reports.","United States. Congress. Senate.",1
18991208,11402,"Autobiography of Rev. James B. Finley : or, Pioneer life in the West.","Strickland, W. P. (William Peter), 1809-1884.",1
18991208,11404,"Showers of blessing from clouds of mercy.","Caughey, James, 1810?-1891.",1
18991208,11407,"Sermons on several occasions","Wesley, John, 1703-1791.",1
18991208,11410,"Light in the dark, through the dominions of unbelief : selected from the private papers of James Caughey ; enlivened by anecdotes and ill. suggested to the author in various parts of the world.","Caughey, James, 1810?-1891.",4
18991208,11411,"Earnest Christianity illustrated : or, Selections from the journal of the Rev. James Caughey .. : with a brief sketch of Mr. Caughey's life.","Caughey, James, 1810?-1891.",2
18991208,11412,"Commentary on the New Testament. Acts-Romans.","Whedon, D. D. (Daniel Denison), 1808-1885.",1
18991215,11413,"A confident tomorrow : a novel of New York.","Matthews, Brander, 1852-1929.",68
18750313,1149,"Hannah Thurston : a story of American life.","Taylor, Bayard, 1825-1878.",24
18750313,1151,"The history of Henry Esmond, esq. : a colonel in the service of her majesty Queen Anne written by himself.","Thackeray, William Makepeace, 1811-1863.",17
18750313,1152,"The book of snobs.","Thackeray, William Makepeace, 1811-1863.",5
18750313,615,"The adventures of Mr. Verdant Green.","Bede, Cuthbert, 1827-1889.",28
18960313,9742,"Fur seal abitration.","Bering Sea Tribunal of Arbitration.",1
18970902,10467,"The expedition of Humphry Clinker.","Smollett, T. (Tobias), 1721-1771.",1
18750313,617,"Belle Scott; or, Liberty overthrown! : a tale for the crisis.","Jolliffe, John, 1804-1868",24
18970902,10468,"The highways of literature ; or, What to read and how to read.","Pryde, David, 1834-1907.",4
18750313,618,"Charles Auchester : a memorial.","Sheppard, Elizabeth Sara, 1830-1862.",8
18960313,9745,"Fur seal abitration.","Bering Sea Tribunal of Arbitration.",1
18970902,10469,"The evolution of man : a popular exposition of the principal points of human ontogeny and phylogeny.","Haeckel, Ernst Heinrich Philipp August, 1834-1919.",1
18970902,10470,"The evolution of man : a popular exposition of the principal points of human ontogeny and phylogeny.","Haeckel, Ernst Heinrich Philipp August, 1834-1919.",5
18970902,10471,"Education as a science.","Bain, Alexander, 1818-1903.",2
18750313,620,"The happy boy : a tale of Norwegian peasant life ; Arne : a sketch of Norwegian country life.","Bjørnson, Bjørnstjerne, 1832-1910.",3
18970902,10472,"Responsibility in mental disease.","Maudsley, Henry, 1835-1918.",2
18750313,1153,"Catherine : a story.","Thackeray, William Makepeace, 1811-1863.",17
18750313,624,"The castaways : or, The adventures of a family in the wilds of Africa.","Bowman, Anne.",12
18750313,1154,"The Paris sketch book of Mr. M.A. Titmarsh; and the memoirs of Mr. Charles J. Yellowplush ; The Irish sketch book; and Notes of a journey from Cornhill to Grand Cairo.","Thackeray, William Makepeace, 1811-1863.",9
18750313,626,"Aurora Floyd : a novel.","Braddon, M. E. (Mary Elizabeth), 1835-1915.",9
18750313,1155,"The four Georges, The English humorists, Roundabout papers, etc., etc.","Thackeray, William Makepeace, 1811-1863.",12
18750313,627,"Dead-sea fruit : a novel.","Braddon, M. E. (Mary Elizabeth), 1835-1915.",24
18750313,1156,"The memoirs of Barry Lyndon, esq. written by himself.","Thackeray, William Makepeace, 1811-1863.",11
18750313,628,"Tekel ; or, Cora Glencoe : a novel.","Bragg, Henry A.",1
18750313,630,"The neighbors : a story of every-day life.","Bremer, Fredrika, 1801-1865.",21
18920115,8123,"Annual report of the Postmaster General.","United States. Post Office Dept.",1
18750313,1158,"The village on the cliff : a novel.","Ritchie, Anne Thackeray, 1837-1919.",3
18750313,1159,"Called to account : a novel.","Thomas, Annie, 1838-1918.",7
18750313,1160,"Denis Donne : a novel.","Thomas, Annie, 1838-1918.",9
18750313,1161,"The dower house : a story.","Thomas, Annie, 1838-1918.",11
18750313,1162,"On guard : a novel.","Thomas, Annie, 1838-1918.",3
18750313,1164,"Gaunt Gurley, or, The trappers of Umbagog : a tale of border life.","Thompson, Daniel P. (Daniel Pierce), 1795-1868.",15
18750313,1165,"The Green Mountain boys: a historical tale of the early settlement of Vermont.","Thompson, Daniel P. (Daniel Pierce), 1795-1868.",38
18750313,1166,"Major Jones's courtship : detailed, with other scenes, incidents, and adventures, in a series of letters by himself. Revised and enlarged. To which are added thirteen humourous sketches.","Thompson, William Tappan, 1812-1882.",19
18940702,8917,"Annual report of the Secretary of War.","United States. War Dept.",1
18750313,632,"The professor : a novel.","Brontë, Charlotte, 1816-1855",14
18750313,633,Villette.,"Brontë, Charlotte, 1816-1855.",2
18750313,634,"Shirley : a tale.","Brontë, Charlotte, 1816-1855.",39
18750313,635,"The Gordian knot : a story of good and of evil.","Brooks, Shirley, 1816-1874.",7
18910303,7606,"Appropriations, new offices, etc.","United States. Congress.",1
18750313,638,"The Caxtons : a family picture.","Lytton, Edward Bulwer Lytton, Baron, 1803-1873.",6
18991215,11414,"Young Mistley.","Merriman, Henry Seton, 1862-1903.",54
18991215,11415,"With edged tools : a novel.","Merriman, Henry Seton, 1862-1903.",50
18840521,4897,"Historical and secret memoirs of the Empress Josephine.","Le Normand, M. A. (Marie-Anne Adélaide), 1772-1843.",15
18750313,1167,"How Charley Roberts became a man.","Thurston, Louise M. (Louise Millicent), b. 1842.",4
18910303,7609,"Annual report of the United States Geological Survey to the Secretary of the Interior.","Geological Survey (U.S.)",1
18750313,640,"The last days of Pompeii.","Lytton, Edward Bulwer Lytton, Baron, 1803-1873.",20
19000103,11416,"Via crucis : a romance of the second crusade.","Crawford, F. Marion (Francis Marion), 1854-1909.",84
18910303,7610,"Irrigation in Egypt.","Barois, Julien Hippolyte Eugène.",1
18750313,641,"Pelham; or, The adventures of a gentleman.","Lytton, Edward Bulwer Lytton, Baron, 1803-1873.",54
18750313,1168,"The children of Amity court.","Thurston, Louise M. (Louise Millicent), b. 1842.",1
18750313,643,"A strange story.","Lytton, Edward Bulwer Lytton, Baron, 1803-1873.",22
19000103,11417,"The little minister.","Barrie, J. M. (James Matthew), 1860-1937.",71
18750313,644,"What will he do with it?","Lytton, Edward Bulwer Lytton, Baron, 1803-1873.",4
18750313,1169,"How Eva Roberts gained her education.","Thurston, Louise M. (Louise Millicent), b. 1842.",9
18840521,4899,"Henry W. Longfellow : biography, anecdote, letters, criticism.","Kennedy, William Sloane, 1850-1929.",17
18750313,645,"What will he do with it?","Lytton, Edward Bulwer Lytton, Baron, 1803-1873.",2
18750313,1170,"Charley and Eva Roberts' home in the West.","Thurston, Louise M. (Louise Millicent), b. 1842.",19
19000103,11418,"The practical metal-worker's assistant : comprising metallurgic chemistry, the arts of working all metals and alloys ... : with the application of the art of electro-metallurgy to manufacturing processes.","Byrne, Oliver.",8
18750313,1171,Credo.,"Townsend, L. T. (Luther Tracy), 1838-1922.",1
19000103,11419,"From one generation to another.","Merriman, Henry Seton, 1862-1903.",58
19000103,11420,"The phantom future : a novel.","Merriman, Henry Seton, 1862-1903.",49
18750313,1172,"The Hollands.","Townsend, Virginia F. (Virginia Frances), 1836-1920.",18
18840521,4990,"John Greenleaf Whittier : his life, genius, and writings.","Kennedy, William Sloane, 1850-1929.",12
19000126,11421,"The grey lady.","Merriman, Henry Seton, 1862-1903.",78
19000126,11422,"Samantha at Saratoga, or, ""Racin' after fashion""","Holley, Marietta, 1836-1926.",17
18840521,4991,"The outbreak of rebellion.","Nicolay, John G. (John George), 1832-1901.",6
19000126,11423,"Donovan : a modern Englishman.","Lyall, Edna, 1857-1903.",34
18920115,8131,"House reports.","United States. Congress. House.",2
18750313,1174,"Maxwell Drewitt : a novel.","Riddell, J. H., Mrs., 1832-1906.",1
18840521,4993,"The Peninsula : McClellan's campaign of 1862.","Webb, Alexander S. (Alexander Stewart), 1835-1911.",3
,7616,"Appropriations, new offices, etc.","United States. Congress.",1
18840521,4996,"Chancellorsville and Gettysburg.","Doubleday, Abner, 1819-1893.",4
18840521,4997,"The Army of the Cumberland.","Cist, Henry Martyn, 1839-1902.",1
18910303,7617,"The Paleozoic fishes of North America.","Newberry, J. S. (John Strong), 1822-1892.",1
19000126,11424,"Three bright girls : a story of chance and mischance.","Challice, Annie Emma Armstrong, 1821-1875.",44
18840521,4999,Atlanta.,"Cox, Jacob D. (Jacob Dolson), 1828-1900.",1
18750313,1176,"An American girl abroad.","Trafton, Adeline, b. 1845.",1
19000126,11425,"A woman-hater : a novel.","Reade, Charles, 1814-1884.",28
18840521,5000,"The march to the sea : Franklin and Nashville.","Cox, Jacob D. (Jacob Dolson), 1828-1900.",9
18840521,5001,"The Shenandoah Valley in 1864.","Pond, George E. (George Edward), 1837-1899.",4
19000126,11426,"Griffith Gaunt : or, Jealousy.","Reade, Charles, 1814-1884.",9
18840521,5002,"The Virginia campaign of '64 and '65; the Army of the Potomac and the Army of the James.","Humphreys, A. A. (Andrew Atkinson), 1810-1883.",3
18750518,1982,"The American cyclopaedia : a popular dictionary of general knowledge.","George Ripley & C. A. Dana, Eds.",1
19000126,11427,"With Wolfe in Canada : or, The winning of a continent.","Henty, G. A. (George Alfred), 1832-1902.",10
18750313,1177,"Realities of Irish life.","Trench, William Steuart, 1808-1872.",1
19000126,11428,"History of civilization in Europe : from the fall of the Roman Empire to the French Revolution.","Guizot, M. (François), 1787-1874.",1
19000126,11429,"The prisoner of Zenda.","Hawkins, Anthony Hope, 1863-1933.",77
